,colony,treatment,date,beeframe,side,filename,week,exp_date,ncombs,centX,centY,rmaxid,rmaxpos,rmax,width,cmaxid,cmaxpos,cmax,height,aspecthw,perim,area,perarea,centX2,centY2,rmaxid2,rmaxpos2,rmax2,width2,cmaxid2,cmaxpos2,cmax2,height2,aspecthw2,perim2,area2,perarea2,areagrowth,area2growth,QR,position,invert_frame,bees,bees_sum,comb_sq,comb_sum,comb_cm2,core_position,frame_unique,bees_onframe,bees_sum_perweek,first_comb_frame,bees_percombcm2,combcm2_perbee,nframes_with_comb,comb_birthday,comb_age,comb_sum_perweek,avg_comb_perframe,comb_prop_ttl,birthday_nestsize,nestarea_seasontotal,prop_area_seasontotal,comb_growth,combcm2_growth,comb_growth_prop,combcm2_lastweek,emptyspace_onframe,framesfromfirst,initial_region,comb_cm2_neibL,comb_cm2_neibR,comb_cm2_neib_avg,bees_neibL,bees_neibR,bees_neib_avg,n_comb_neibs,2_comb_neibs,bi_2_comb_neibs,nest_edge,nest_edge_triplet,last_pos,next_pos,last_neibR,last_neibR_combcm2,last_neibL,last_neibL_combcm2,last_neibBigger_comb,last_neibSmaller_comb,last_neib_combavg,this_neibR,this_neibR_combcm2,this_neibL,this_neibL_combcm2,this_neibBigger_comb,this_neibSmaller_comb,this_neib_combavg,neighborhood_change,next_neibR,next_neibR_combcm2,next_neibL,next_neibL_combcm2,next_neibBigger_comb,next_neibSmaller_comb,next_neib_combavg,days_since_last_insp,nestheight,nestheight2,nestheightperc,nestwidth,nestwidth2,nestwidthperc,frameaspecthw,nestaspecthw,nestdepth,nestdepthperc,nestarea,nestarea2,nestareaperc,nestareagrowth,nestarea2growth,nestcentX,nestcentX2,nestcentY,nestcentY2,rmaxsum,nestcentZprep,Zweight,nestcentZ,initialN,initialE,initialQ,initialQl
10,CC1,CC,20210615,6.0,a,DSC_2510.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,6,n,10.0,0.0,33.0,0.0,825.0,0.0,5.0,1000.0,7300.0,10.0,121.21212121212122,0.00825,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,17.0,425.0,1.0625,400.0,25.0,4.0,3,800.0,812.5,806.25,700.0,700.0,700.0,2.0,Yes,1,0.0,0,6.0,6.0,7.0,812.5,5.0,800.0,812.5,800.0,806.25,7.0,812.5,5.0,800.0,812.5,800.0,806.25,0.0,7.0,812.5,5.0,800.0,812.5,800.0,806.25,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
11,CC1,CC,20210615,6.0,b,DSC_2511.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,6,n,10.0,0.0,33.0,0.0,825.0,0.0,5.0,1000.0,7300.0,10.0,121.21212121212122,0.00825,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,17.0,425.0,1.0625,400.0,25.0,4.0,3,800.0,812.5,806.25,700.0,700.0,700.0,2.0,Yes,1,0.0,0,6.0,6.0,7.0,812.5,5.0,800.0,812.5,800.0,806.25,7.0,812.5,5.0,800.0,812.5,800.0,806.25,0.0,7.0,812.5,5.0,800.0,812.5,800.0,806.25,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
12,CC1,CC,20210615,7.0,a,DSC_2512.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,7,n,7.0,0.0,32.5,0.0,812.5,0.0,6.0,700.0,7300.0,10.0,86.15384615384616,0.0116071428571428,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048059149722735,0.0,7662.5,0.8825448613376835,14.5,362.5,0.8055555555555556,450.0,37.5,3.0,3,825.0,825.0,825.0,1000.0,800.0,900.0,2.0,Yes,1,0.0,0,7.0,7.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,0.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
13,CC1,CC,20210615,7.0,b,DSC_2513.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,7,n,7.0,0.0,32.5,0.0,812.5,0.0,6.0,700.0,7300.0,10.0,86.15384615384616,0.0116071428571428,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048059149722735,0.0,7662.5,0.8825448613376835,14.5,362.5,0.8055555555555556,450.0,37.5,3.0,3,825.0,825.0,825.0,1000.0,800.0,900.0,2.0,Yes,1,0.0,0,7.0,7.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,0.0,8.0,825.0,6.0,825.0,825.0,825.0,825.0,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
14,CC1,CC,20210615,8.0,a,DSC_2514.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,8,n,8.0,0.0,33.0,0.0,825.0,0.0,7.0,800.0,7300.0,10.0,96.96969696969695,0.0103125,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,13.0,325.0,0.65,500.0,25.0,2.0,3,812.5,812.5,812.5,700.0,700.0,700.0,2.0,Yes,1,0.0,0,8.0,8.0,9.0,812.5,7.0,812.5,812.5,812.5,812.5,9.0,812.5,7.0,812.5,812.5,812.5,812.5,0.0,9.0,812.5,7.0,812.5,812.5,812.5,812.5,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
15,CC1,CC,20210615,8.0,b,DSC_2515.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,8,n,8.0,0.0,33.0,0.0,825.0,0.0,7.0,800.0,7300.0,10.0,96.96969696969695,0.0103125,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,13.0,325.0,0.65,500.0,25.0,2.0,3,812.5,812.5,812.5,700.0,700.0,700.0,2.0,Yes,1,0.0,0,8.0,8.0,9.0,812.5,7.0,812.5,812.5,812.5,812.5,9.0,812.5,7.0,812.5,812.5,812.5,812.5,0.0,9.0,812.5,7.0,812.5,812.5,812.5,812.5,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
16,CC1,CC,20210615,9.0,a,DSC_2516.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,9,n,7.0,0.0,32.5,0.0,812.5,0.0,8.0,700.0,7300.0,10.0,86.15384615384616,0.0116071428571428,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048059149722735,0.0,7662.5,0.8825448613376835,11.5,287.5,0.5476190476190477,525.0,37.5,1.0,3,825.0,825.0,825.0,800.0,900.0,850.0,2.0,Yes,1,0.0,0,9.0,9.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,0.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
17,CC1,CC,20210615,9.0,b,DSC_2517.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,9,n,7.0,0.0,32.5,0.0,812.5,0.0,8.0,700.0,7300.0,10.0,86.15384615384616,0.0116071428571428,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048059149722735,0.0,7662.5,0.8825448613376835,11.5,287.5,0.5476190476190477,525.0,37.5,1.0,3,825.0,825.0,825.0,800.0,900.0,850.0,2.0,Yes,1,0.0,0,9.0,9.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,0.0,10.0,825.0,8.0,825.0,825.0,825.0,825.0,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
18,CC1,CC,20210615,10.0,a,DSC_2518.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,10,n,9.0,0.0,33.0,0.0,825.0,0.0,9.0,900.0,7300.0,10.0,109.0909090909091,0.0091666666666666,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,13.0,325.0,0.65,500.0,25.0,0.0,3,812.5,,812.5,700.0,,700.0,2.0,Yes,1,0.0,0,10.0,10.0,,,9.0,812.5,812.5,812.5,812.5,,,9.0,812.5,812.5,812.5,812.5,0.0,,,9.0,812.5,812.5,812.5,812.5,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
19,CC1,CC,20210615,10.0,b,DSC_2519.JPG,10,72,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,10,n,9.0,0.0,33.0,0.0,825.0,0.0,9.0,900.0,7300.0,10.0,109.0909090909091,0.0091666666666666,9.0,0.0,72.0,6762.5,751.3888888888889,0.0048798521256931,0.0,7662.5,0.8825448613376835,13.0,325.0,0.65,500.0,25.0,0.0,3,812.5,,812.5,700.0,,700.0,2.0,Yes,1,0.0,0,10.0,10.0,,,9.0,812.5,812.5,812.5,812.5,,,9.0,812.5,812.5,812.5,812.5,0.0,,,9.0,812.5,812.5,812.5,812.5,49.0,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
20,CC1,CC,20210811,1.0,a,DSC_3692.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,1,n,0.0,0.0,17.0,0.0,425.0,0.0,0.0,0.0,1300.0,10.0,0.0,0.0,10.0,129.0,73.0,7662.5,766.25,0.0022185970636215,6525.0,7662.5,1.0,0.0,-25.0,0.0,450.0,425.0,9.0,3,,775.0,775.0,,0.0,0.0,2.0,Yes,1,0.0,0,1.0,2.0,2.0,775.0,,,,,775.0,2.0,775.0,,,,,775.0,0.0,2.0,775.0,11.0,7662.5,7662.5,775.0,775.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
21,CC1,CC,20210811,1.0,b,DSC_3693.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,1,n,0.0,0.0,17.0,0.0,425.0,0.0,0.0,0.0,1300.0,10.0,0.0,0.0,10.0,129.0,73.0,7662.5,766.25,0.0022185970636215,6525.0,7662.5,1.0,0.0,-25.0,0.0,450.0,425.0,9.0,3,,775.0,775.0,,0.0,0.0,2.0,Yes,1,0.0,0,1.0,2.0,2.0,775.0,,,,,775.0,2.0,775.0,,,,,775.0,0.0,2.0,775.0,11.0,7662.5,7662.5,775.0,775.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
22,CC1,CC,20210811,2.0,a,DSC_3694.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,31.0,0.0,775.0,0.0,1.0,0.0,1300.0,10.0,0.0,0.0,10.0,23.0,179.0,7662.5,766.25,0.0040456769983686,3012.5,7662.5,1.0,7.0,175.0,0.2916666666666667,600.0,75.0,8.0,3,425.0,825.0,625.0,0.0,100.0,50.0,2.0,Yes,1,0.0,0,2.0,3.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,0.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
23,CC1,CC,20210811,2.0,b,DSC_3695.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,31.0,0.0,775.0,0.0,1.0,0.0,1300.0,10.0,0.0,0.0,10.0,23.0,179.0,7662.5,766.25,0.0040456769983686,3012.5,7662.5,1.0,7.0,175.0,0.2916666666666667,600.0,75.0,8.0,3,425.0,825.0,625.0,0.0,100.0,50.0,2.0,Yes,1,0.0,0,2.0,3.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,0.0,3.0,825.0,1.0,425.0,825.0,425.0,625.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
24,CC1,CC,20210811,3.0,a,DSC_3696.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,3,n,1.0,0.0,33.0,0.0,825.0,0.0,2.0,100.0,1300.0,10.0,12.12121212121212,0.0825,10.0,8.0,194.0,7662.5,766.25,0.0043066884176182,1362.5,7662.5,1.0,3.5,87.5,0.1186440677966101,737.5,25.0,7.0,3,775.0,825.0,800.0,0.0,100.0,50.0,2.0,Yes,1,0.0,0,3.0,4.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,0.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
25,CC1,CC,20210811,3.0,b,DSC_3697.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,3,n,1.0,0.0,33.0,0.0,825.0,0.0,2.0,100.0,1300.0,10.0,12.12121212121212,0.0825,10.0,8.0,194.0,7662.5,766.25,0.0043066884176182,1362.5,7662.5,1.0,3.5,87.5,0.1186440677966101,737.5,25.0,7.0,3,775.0,825.0,800.0,0.0,100.0,50.0,2.0,Yes,1,0.0,0,3.0,4.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,0.0,4.0,825.0,2.0,775.0,825.0,775.0,800.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
26,CC1,CC,20210811,4.0,a,DSC_3698.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,4,n,1.0,0.0,33.0,0.0,825.0,0.0,3.0,100.0,1300.0,10.0,12.12121212121212,0.0825,10.0,8.0,194.0,7662.5,766.25,0.0043066884176182,1362.5,7662.5,1.0,3.0,75.0,0.1,750.0,25.0,6.0,3,825.0,800.0,812.5,100.0,100.0,100.0,2.0,Yes,1,0.0,0,4.0,5.0,5.0,800.0,3.0,825.0,825.0,800.0,812.5,5.0,800.0,3.0,825.0,825.0,800.0,812.5,0.0,5.0,800.0,3.0,825.0,825.0,800.0,812.5,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
27,CC1,CC,20210811,4.0,b,DSC_3699.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,4,n,1.0,0.0,33.0,0.0,825.0,0.0,3.0,100.0,1300.0,10.0,12.12121212121212,0.0825,10.0,8.0,194.0,7662.5,766.25,0.0043066884176182,1362.5,7662.5,1.0,3.0,75.0,0.1,750.0,25.0,6.0,3,825.0,800.0,812.5,100.0,100.0,100.0,2.0,Yes,1,0.0,0,4.0,5.0,5.0,800.0,3.0,825.0,825.0,800.0,812.5,5.0,800.0,3.0,825.0,825.0,800.0,812.5,0.0,5.0,800.0,3.0,825.0,825.0,800.0,812.5,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
28,CC1,CC,20210811,5.0,a,DSC_3700.JPG,16,202,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,5,n,1.0,0.0,32.0,0.0,800.0,0.0,4.0,100.0,1300.0,10.0,12.5,0.08,10.0,8.0,194.0,7662.5,766.25,0.0041761827079934,1362.5,7662.5,1.0,0.0,0.0,0.0,800.0,50.0,5.0,3,825.0,812.5,818.75,100.0,300.0,200.0,2.0,Yes,1,0.0,0,5.0,6.0,6.0,812.5,4.0,825.0,825.0,812.5,818.75,6.0,812.5,4.0,825.0,825.0,812.5,818.75,0.0,6.0,812.5,4.0,825.0,825.0,812.5,818.75,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-1.0,-1.0,,
